Reference Type	Authors, Primary	Title Primary	Periodical Full	Periodical Abbrev	Pub Year	Pub Date Free From	Volume	Issue	Start Page	Other Pages	Keywords	Abstract	Notes	Personal Notes	Authors, Secondary	Title Secondary	Edition	Publisher	Place Of Publication	Authors, Tertiary	Authors, Quaternary	Authors, Quinary	Title, Tertiary	ISSN/ISBN	Availability	Author/Address	Accession Number	Language	Classification	Sub file/Database	Original Foreign Title	Links	URL	DOI	PMID	PMCID	Call Number	Database	Data Source	Identifying Phrase	Retrieved Date	Shortened Title	User 1	User 2	User 3	User 4	User 5	User 6	User 7	User 8	User 9	User 10	User 11	User 12	User 13	User 14	User 15
Journal Article	Bengtsson,Bengt A.	Scythrididae.	Microlepidoptera of Europe	 	1997	1997	2	 	1	301	"Zoology;Nutrition & Dietetics;Reproductive Biology;Scythrididae [Checklists / / Europe & North Africa] [Faunal works / / Systematics;species distribution;morphology;Ecology & behaviour] [Food plants / / Species notes in faunal work] [Genitalia / / Morphology & identification use] [Palaearctic region / / distribution;checklist]."	 	"PT: J BD: Systematics; Nomenclature; New taxa; Type material; Synonymy; Spelling;    Available name; Taxonomy; Documentation; Publications; Nutrition; Diet;    Reproduction; Reproductive system; Land zones; UT: ZOOREC:ZOOR13400058321"	 		 	 	 	 				 	1395-9506	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Benoit,F.;Marki,H."	New data from the winter range of citril finch Serinus citrinella in Spain.	Nos Oiseaux	 	2004	Mars 2004	51	1	1	10	"Zoology;Serinus citrinella [Spain / South / Biology;winter range]."	Citril Finches in about 250 birds have been observed in mountains of southern Spain in January and February 2001. Birds frequented large reafforestations of Pinus sylvestris. 98 % occurred above 1900 m asl in the snow-covered Sierra de Los Filabres, Sierra Nevada and Sierra de Baza areas. They fed only on seeds of Pinus sylvestris an were not found in other mountainous regions as in Sierra d'Aitana (Alicante), Sierra Maria (Lorca), Sierra de las Nieves (Ronda), Sierra de Bermeja (Estepona) and the whole area of the Sierra de Cazorla up to Sierra de Segura (Granada), where Pinus pinaster and Pinus nigra are the dominant coniferous trees, which offered this winter no seeds. Citril finches occurred often in groups of 10-60 birds mostly together with Carduelis carduelis and C. spinus, feeding and flying together. Citril Finches often chased away C. spinus and C. carduelis from cones. We suppose this behaviour may optimise food-uptake. Citril Finches could avoid to fly on cones without suitable seed quantity or quality. Birds feeding on Pinus sylvestris seeds are not forced to gain lower regions in case of heavy snowfalls as they do in France. That's probably why we have no no recaptures from this area and we will probably not have in future. Our observations make sense to the two captures in Ceuta (N-Morocco) up to now isolated. Spread to Europe after the last Ice Age probably started in southern Spain. If Serinus canicollis is the closest relative spread of the species leading to S. citrinella could start from N-Africa. Thus the hypothesis which considers the actual migration ways as a result of the former ways of spread, is supported. To explain the actual range historical reasons of spread may be more important than actual ecology.	"PT: J; SU: No 475 BD: Land zones; Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR14005032316"	 		 	 	 	 				 	0029-3725	 	"Benoit, F.; Clos Michel 9, CH-2538 Romont, Switzerland, Switzerland.; francis.benoit@bluewin.ch"	 	 	 	DT: Article	Nouvelles donnees sur les quartiers d'hiver du Venturon montagnard Serinus citrinella en Espagne.	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Betti,G.	Description d'une nouvelle sous-espi ce de Lysandra hispana H. S. d'Espagne (Lep. Lycaenidae).	Bull.Soc.ent.Mulhouse	 	1970	1970	1970	 	31	32	Zoology	 	"PT: J BD: Systematics; Nomenclature; New taxa; UT: ZOOREC:ZOOR10700015136"	 		 	 	 	 				 	 	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Bohn,Horst	Revision of the carpetana-group of Phyllodromica Fieber from Spain, Portugal and France (Insecta, Blattaria, Blattellidae, Ectobiinae).	Spixiana Supplement	 	1999	30 Juli 1999	25	 	1	102	"Evolutionary Biology;Zoology;Phyllodromica carpetana group [Phylogeny / / Relationships within Ectobiinae] [France / / Systematic revision;distribution & phylogeny] [Portugal / / ] [Spain / / ]."	 	"PT: J BD: Systematics; Nomenclature; New taxa; Type material; Taxonomy; Key;    Evolution; Land zones; Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR13600014204"	 		 	 	 	 				 	0177-7424	 	"Bohn, Horst; Zoologisches Institut der Universitat, Karlstr. 23, D-80333 Munchen, Germany, Germany."	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Bosch i Moner,L.	Ropalocers interessants recollits a Sierra Nevada i a Santander.	Butlleti de la Societat Catalana de Lepidopterologia	 	1989	1989	 	 	15	 	"Zoology;Rhopalocera [Spain / / Granada & Santander;Distribution records]."	 	"PT: J; SU: No. 62 BD: Land zones; Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR12600044881"	 		 	 	 	 				 	1132-7669	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Braga,J. C.;Martin,J. M."	Sedimentacion ciclica lagunar y bioconstrucciones asociadas en el Trias superior Alpujarride.	Cuadernos de Geologia Iberica	 	1987	1987	11	 	459	473	"Paleontology;Zoology;Animalia [Fossil assemblages / / ] [Spain / / Sierra Nevada] [Triassic / / ]."	 	"PT: J BD: Ecology; Land zones; Palaearctic region; Eurasia; Europe; Geological    time periods; Mesozoic; UT: ZOOREC:ZOOR12600066159"	 		 	 	 	 				 	0378-102X	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Cacas,J. J.;Laville,H."	Micropsectra seguyi, n. sp., du groupe attenuata Reiss (Diptera: Chironomidae) de la Sierra Nevada (Espagne).	Annales de la Societe Entomologique de France	Ann.Soc.Entomol.Fr.	1990	1990	26	3	421	425	"Zoology;Micropsectra seguyi [Spain / / Sierra Nevada;New species]."	 	"PT: J BD: Systematics; Nomenclature; New taxa; Land zones; Palaearctic region;    Eurasia; Europe; UT: ZOOREC:ZOOR12700043353"	 		 	 	 	 				 	0037-9271	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Calle,J.	Noctuidae recolectados en Sierra Nevada (Granada). (Contribucion a los Noctuidae espanoles no. 26).	SHILAP Revista de Lepidopterologia	 	1980	1980	8	3	201	202	"Zoology;Noctuidae [Spain / / Granada;Sierra Nevada;Species list]."	 	"PT: J BD: Land zones; Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR11700033829"	 		 	 	 	 				 	0300-5267	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Campos,Francisco;Gutierrez-Corchero,Francisco;Lopez-Fidalgo,Jesus;Hernandez,Ma Angeles"	A new criteria to sex European dippers Cinclus cinclus in the Iberian Peninsula.	Revista Catalana d'Ornitologia	 	2006	2005(2006)	21	 	43	46	"Reproductive Biology;Zoology;Anatomy & Morphology;Cinclus cinclus [Sexing techniques / / Body mass & wing length;evaluation as sexing criteria] [Size / Wing length / ] [Weight / Body mass / ] [Wings / / ] [Morphological sex differences / / ] [Spain / / ]."	"Altogether 231 European Dippers Cinclus cinclus from the Iberian Peninsula were measured and sexed using molecular methods. The Dippers were captured in four different areas of Spain that can be grouped into two large regions according to their morphological characteristics: the South (Sierra Nevada Mountains); and the rest of Spain (Western Pyrenees, Cantabrian Mountains and Central Mountains). Logistical regression considering the length of the third primary, body mass and geographical area as explanatory variables provided a formula for classifying the Dippers into males and females, with a misclassification error of 1.3%, lower than those obtained with other criteria in other European studies."	"PT: J BD: Techniques; Reproductive techniques; Biometrics; General morphology;    Appendages; Reproduction; Sex differences; Land zones; Palaearctic    region; Eurasia; Europe; UT: ZOOREC:ZOOR14206038999"	 		 	 	 	 				 	1697-4697	 	"Campos, Francisco; Universidad Europea Miguel de Cervantes, C/ Padre Julio Chevalier 2, E-47012 Valladolid, Spain, Spain.; fcampos@arvo.net"	 	 	 	DT: Article	Un nuevo criterio para sexar mirlos acuaticos Cinclus cinclus en la Peninsula Iberica.	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Cano Villegas,Francisco J.	[Interesting observations of arthropods in the Sierra Nevada (Granada, Andalusia).]	Boletin de la Sociedad Andaluza de Entomologia	 	2008	Junio 2008	15	 	99	102	"Zoology;Baetica ustulata;Ischnura graellsi;Pyrrhosoma nymphula;Roeweritta carpentieri [Spain / Sierra Nevada / New record]."	 	"PT: J BD: Land zones; Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR14503018296"	 		 	 	 	 				 	1578-1666	 	"Cano Villegas, Francisco J.; Departamento de Sistemas Fsicos, Quimicos y Naturales, Area de Zoologia, Universidad Pablo de Olavide, 41013 Sevilla, Spain.; fjcanovi1@wanadoo.es"	 	 	 	DT: Article	Interesantes observaciones de artropodos en Sierra Nevada (Granada, Andalucia).	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Cano-Manuel,Francisco Javier;Granados,Jose Enrique;Aspizua,Rut;Barea,Miguel;Sanchez,Francisco Javier;Henares,Ignacio Luis;Navarro,Francisco Javier"	Global change and Spanish ibex (Capra pyrenaica) in Sierra Nevada, Spain.	Galemys	 	2010	2010	22	 	433	445	"Biodiversity & Conservation;Environmental Sciences & Ecology;Zoology;Meteorology & Atmospheric Sciences;Capra pyrenaica [Conservation / / ] [Ecology / / ] [Mountain habitat / / distribution] [Climate and weather / Climate change / ] [Spain / Sierra Nevada / ]."	The Spanish Ibex (Capra pyrenaica) population is a unique representative of local natural heritage and is monitored closely in order to guarantee active management. The study performed emphasizes the detection of signals or changes in aspects relating to its distribution, occupation and exploitation of new habitats. A qualitative relationship has been established between the demographic variations of this species in the last 40 years and rainfall and temperature variations and changes in land use. Based on forecasts indicated on maps of climate change scenarios for Andalusia in the 21st century, the demographic trends in this species in Sierra Nevada and in parts of the southeastern Iberian Peninsula were forecast.	"PT: J; SU: (Numero Especial) BD: Conservation; Ecology; Habitat; Terrestrial habitat; Abiotic factors;    Physical factors; Land zones; Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR14709066911"	 		 	 	 	 				 	1137-8700	 	"Cano-Manuel, Francisco Javier; Espacio Natural Sierra Nevada, CMA, Ctra. Antigua Sierra Nevada km. 7, 18071, Pinos Genil, Granada, Spain, Spain."	 	 	 	"DT: Article; Meeting paper"	Cambio global y cabra montes (Capra pyrenaica) en Sierra Nevada, Espana.	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Caro,Jesus;Fernandez-Cardenete,Juan R.;Moreno-Rueda,Gregorio;Pleguezuelos,Juan M."	[Status of Coronella austriaca in Sierra Nevada (SE Iberian Peninsula).]	Boletin de la Asociacion Herpetologica Espanola	 	2012	2012	23	1	94	102	"Environmental Sciences & Ecology;Zoology;Biodiversity & Conservation;Coronella austriaca [Disturbance by man / Anthropogenic threats / recommendations] [Conservation measures / Conservation management / ] [Population dynamics / / ] [Habitat utilization / Montane habitats use / ] [Mountain habitat / / distribution] [Spain / Sierra Nevada / ]."	 	"PT: J BD: Animals and man; Conservation; Ecology; Habitat; Terrestrial habitat;    Land zones; Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR15103013321"	 		 	 	 	 				 	1130-6939	 	"Caro, Jesus; Univ Granada, Fac Ciencias, Granada, E-18071, Spain, Spain.; jcaro@ugr.es"	 	 	 	DT: Article	Estatus de Coronella austriaca en Sierra Nevada ( SE Peninsula Iberica).	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Casas,J. J.;Vilchez-Quero,A."	A faunistic study of the lotic chironomids (Diptera) of the Sierra Nevada (S.E. of Spain): changes in the structure and composition of the populations between spring and summer.	Acta Biologica Debrecina Supplementum Oecologica Hungarica	 	1989	1989	3	 	83	93	"Environmental Sciences & Ecology;Zoology;Marine & Freshwater Biology;Chironomidae [Community structure / / Streams;spring & summer] [Stream / / Spring & summer community structures] [Spain / / Sierra Nevada;Spring & summer stream community structures & first records]."	 	"PT: J BD: Ecology; Habitat; Freshwater habitat; Lotic water; Land zones;    Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR13100024104"	 		 	 	 	 				 	0236-8684	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Castro,Leopoldo;Sanza,Florencio"	Contribution to the knowledge of the Vespidae (Hymenoptera) of Sierra Nevada (Spain) and some taxonomic notes.	Boletin de la SEA	 	2009	30 noviembre 2009	45	 	259	278	"Zoology;Nutrition & Dietetics;Leptochilus moustiersensis [Europe / Iberian Peninsula / New record] [Spain / / ]. Vespidae [Food plants / / Plant list;new record;systematics] [Spain / Sierra Nevada / distribution;faunal list]."	"New information is provided on the distribution of the Vespidae of the Sierra Nevada mountains (south-eastern Spain). Our data correspond to a total of 78 species, and bring the number of vespids known from the mountain range to 88. Leptochilus moustiersensis is here recorded from the Iberian Peninsula for the first time, and we also give some first records from Andalusia (6 species), Almeria province (15 species), Granada province (20 species) and Sierra Nevada (18 species). The chorological composition of the area's vespid fauna is analysed, and a preliminary list is given of flowers visited by these wasps in Sierra Nevada. Additionally, the following taxonomical changes are proposed and discussed: Eumenes coarctatus coarctatus (Linnaeus 1758) = Eumenes lunulatus lunulatus Fabricius 1804, syn. nov.; Microdynerus lusitanicus (Bluthgen 1953), comb. nov. pro Leptochilus (Lionotulus) lusitanicus Bluthgen 1953; Rhynchium oculatum oculatum (Fabricius 1781) = Rhynchium oculatum ibericum Giordani Soika 1966, syn. nov.; Stenodynerus fastidiosissimus fastidiosissimus (Saussure 1855) = Nannodynerus vergesi Giordani Soika 1961, syn. nov."	"PT: J BD: Systematics; Nomenclature; Combination; Synonymy; Taxonomy; Taxonomic    position; Nutrition; Diet; Land zones; Palaearctic region; Eurasia;    Europe; UT: ZOOREC:ZOOR14605036756"	 		 	 	 	 				 	1134-6094	 	"Castro, Leopoldo; Av. Sanz Gadea 9, E-44002 Teruel, Spain, Spain.; discoelius@discoelius.jazztel.es"	 	 	 	DT: Article	Aportacion al conocimiento de los Vespidae (Hymenoptera) de Sierra Nevada (Espana), con algunos comentarios taxonomicos.	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Cluck,P.	La Costa del Sol et la Sierra Nevada (Espagne) en ete 1990.	Cercle des Lepidopteristes de Belgique Bulletin	 	1991	1991	20	03-Apr	50	57	"Zoology;Lepidoptera [Spain / / Costa del Sol & Sierra Nevada;Records]."	 	"PT: J BD: Land zones; Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR12700062321"	 		 	 	 	 				 	0778-4686	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Cruz-Pizarro,L.;Carrillo,P."	Top-down regulation under different species-specific and size-structure grazer assemblages in an oligotrophic lake.	Memorie dell'Istituto Italiano di Idrobiologia Dott Marco de Marchi	 	1991	1991	48	 	23	37	"Nutrition & Dietetics;Zoology;Environmental Sciences & Ecology;Marine & Freshwater Biology;Crustacea;Rotifera [Protozoan prey / / Phytomastigophorea;Prey population regulation;oligotrophic lake] [Biomass / / ] [Community structure / / ] [Population density / / ] [Lake / / Oligotrophy influence on ecology] [Spain / / Sierra Nevada;La Caldera;ecology]. Phytomastigophorea [Population regulation / / Crustacean & rotiferan predators;oligotrophic lake] [Crustacean predators / / Prey population regulation role] [Rotiferan predators / / ] [Lake / / Oligotrophy influence on ecology] [Spain / / Sierra Nevada;ecology]."	 	"PT: J BD: Nutrition; Diet; Prey; Ecology; Population dynamics; Predators; Habitat;    Freshwater habitat; Lentic water; Land zones; Palaearctic region;    Eurasia; Europe; UT: ZOOREC:ZOOR12900044151"	 		 	 	 	 				 	0374-9118	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Dahlgren,G.	Zur Taxonomie der Gattungen Rhagonycha, Pseudocratosilis und Cratosilis (Col. Cantharidae).	Entomologische Blaetter fuer Biologie und Systematik der Kaefer	 	1975	1975	71	2	100	112	Zoology	 	"PT: J BD: Systematics; Nomenclature; New taxa; Diagnosis; Combination; Synonymy;    Spelling; Taxonomy; Taxonomic position; Status; UT: ZOOREC:ZOOR11200010186"	 		 	 	 	 				 	 	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"de Figueroa,Jose Manuel Tierno;Sainz-Cantero,Carmen Elisa"	First record of Taeniopteryx hubaulti Aubert, 1946 (Plecoptera, Taeniopterygidae) in Southern Iberian Peninsula.	Boletin de la Asociacion Espanola de Entomologia	Bol.Asoc.Esp.Entomol.	2008	junio 2008	32	01-Feb	193	194	"Zoology;Taeniopteryx hubaulti [Spain / Granada, Sierra Nevada Mountains / New record]."	 	"PT: J BD: Land zones; Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR14605037568"	 		 	 	 	 				 	0210-8984	 	"de Figueroa, Jose Manuel Tierno; Departamento de Biologia Animal, Facultad de Ciencias, Universidad de Granada, 18071 Granada, Spain, Spain.; jmtdef@ugr.es"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	De Freina,Josef J.	Notes on biology, distribution and taxonomy of the complex of Heterogynis paradoxa Rambur, 1837, with description of Heterogynis yerayi sp. n. from the Cantabrian Mountains (Lepidoptera: Zygaenoidea, Heterogynidae).	Nachrichten des Entomologischen Vereins Apollo	Nachr.Entomol.Ver.Apollo	2011	Aug-11	32	01-Feb	9	24	"Anatomy & Morphology;Zoology;Nutrition & Dietetics;Developmental Biology;Evolutionary Biology;Environmental Sciences & Ecology;Heterogynis paradoxa complex [General morphology / / systematics] [Food plants / / ] [Life cycle and development / / ] [Phylogeny / Phylogenetic relationships / ] [Habitat preference / / ] [Europe / Iberian Peninsula / biology;distribution;natural history]. Heterogynis yerayi [Spain / / New species]."	"Details on the biology, distribution and classification of the complex of H. paradoxa RAMBUR, 1837 are presented. Recent field observations as well as rearings revealed supplementary information on preimaginal instars, cocoon characters, habitat preference and foodplants. An account of the poorly known life cycle of the complex of H. paradoxa is given; larva, hibernaculum, cocoons of both genders, male antennal structure, larval host plants and characteristic habitats of its infraspecific taxa are illustrated. The paradoxa-complex is recognized as a group of localised populations in isolated colonies, which are in the process of speciation. They are ecologically well-adapted and do not move far from their natural habitat. It is restricted to Cantabria, the western half and centre of the Iberian peninsula, northern Portugal and Andalusia. A critical evaluation of reliable characters in the imagines of H. paradoxa and their biology revealed two apparently distinct subspecies: H. paradoxa paradoxa (a neotype ' is designated from Spain, Sierra Nevada, Pto. del Lobo, deposited in ZSM), and H. paradoxa bejarensis CHAPMAN, 1902 stat. rev. from Central Spain. Both are shown to be geographically and thus reproductively isolated from each other. Another remarkable heterogeneity was found between H. paradoxa and populations of the Cantabrian mountain range. The morphological differences between these populations and the known samples of the complex of H. paradoxa as well as its ecological adaptation are interpreted as characterising a distinct species, herein described as H. yerayi sp. n. (holotype [male] via CdFM in coll. Museum Witt, Munchen, and eventually in ZSM). The relationship of H. jellaba DE FREINA, 2003 and H. rifensis DE FREINA, 2003 to the paradoxa-group is discussed. The taxon H. penella ucedinis CHAPMAN, 1907 is shown to be a nomen dubium."	"PT: J BD: Systematics; Nomenclature; New taxa; Type material; Diagnosis;    Unavailable name; Taxonomy; Status; General morphology; Nutrition; Diet;    Life cycle and development; Evolution; Ecology; Habitat utilization;    Land zones; Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR14711078739"	 		 	 	 	 				 	0723-9912	 	"De Freina, Josef J.; Eduard Schmid-Strasse 10, D-81541 Muenchen, Germany, Germany.; defreina.j@jonline.de"	 	 	 	DT: Article	Biologie, Verbreitung und Systematik des Komplexes von Heterogynis paradoxa Rambur, 1837 mit Beschreibung von Heterogynis yerayi sp. n. aus dem Kantabrischen Gebirge, Spanien (Lepidoptera: Zygaenoidea, Heterogynidae).	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
