PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM
J	"Palenzuela, Javier; Azcon-Aguilar, Concepcion; Barea, Jose-Miguel; da Silva, Gladstone Alves; Oehl, Fritz"				"Silva, Gladstone/E-5110-2013; Azcon, Concepcion/H-5873-2015; Barea, Jose Miguel/H-5893-2015"	"Azcon, Concepcion/0000-0003-3041-8566; Barea, Jose Miguel/0000-0001-5021-4718"			Acaulospora pustulata and Acaulospora tortuosa, two new species in the Glomeromycota from Sierra Nevada National Park (southern Spain)								NOVA HEDWIGIA				97	3-abr			305	319		10.1127/0029-5035/2013/0129			2013	2013										12	0	0	12	0	12			0029-5035			WOS:000327568900003	
J	"Palenzuela, Javier; Azcon-Aguilar, Concepcion; Barea, Jose-Miguel; da Silva, Gladstone Alves; Oehl, Fritz"				"Silva, Gladstone/E-5110-2013; Azcon, Concepcion/H-5873-2015; Barea, Jose Miguel/H-5893-2015"	"Azcon, Concepcion/0000-0003-3041-8566; Barea, Jose Miguel/0000-0001-5021-4718"			Acaulospora viridis, a new species in the Glomeromycetes from two mountain ranges in Andalucia (Spain)								NOVA HEDWIGIA				99	1-feb			71	82		10.1127/0029-503512014/0180			2014	2014										2	0	0	2	0	2			0029-5035			WOS:000340334900006	
J	"Galindo-Zaldivar, J; Gil, AJ; Borque, MJ; Gonzalez-Lodeiro, F; Jabaloy, A; Marin-Lechado, C; Ruano, P; de Galdeano, CS"				"Galindo-Zaldivar, Jesus/K-3640-2012; JABALOY SANCHEZ, ANTONIO/L-2955-2014; Gil, Antonio/L-8173-2014; Ruano, Patricia/L-9168-2014; Gonzalez Lodeiro, Francisco/H-8824-2015; Borque, Maria Jesus/F-7780-2016"	"Galindo-Zaldivar, Jesus/0000-0002-3493-2637; JABALOY SANCHEZ, ANTONIO/0000-0001-5830-5913; Gil, Antonio/0000-0003-0351-4106; Ruano, Patricia/0000-0003-3833-4973; Gonzalez Lodeiro, Francisco/0000-0003-3810-7965; Borque, Maria Jesus/0000-0003-2239-092X"			Active faulting in the internal zones of the central Betic Cordilleras (SE, Spain)								JOURNAL OF GEODYNAMICS				36	1-feb			239	250		10.1016/S0264-3707(03)00049-8			AUG-SEP 2003	2003						Workshop on Active FaultsWorkshop on Active Faults	MAY   03, 2002MAY   03, 2002		UNIV CAMERINO, CAMERINO, ITALYUNIV CAMERINO, CAMERINO, ITALY	51	0	0	0	0	51			0264-3707			WOS:000184322900016	
J	"Galindo-Zaldivar, J.; Gil, A. J.; Sanz de Galdeano, C.; Lacy, M. C.; Garcia-Armenteros, J. A.; Ruano, P.; Ruiz, A. M.; Martinez-Martos, M.; Alfaro, P."				"Gil, Antonio/L-8173-2014; Martinez Martos, Manuel/K-5906-2015; Garcia Armenteros, Juan Antonio/H-7242-2015; Ruiz-Armenteros, Antonio M./L-3554-2014; Ruano, Patricia/L-9168-2014"	"Gil, Antonio/0000-0003-0351-4106; Martinez Martos, Manuel/0000-0003-0667-4391; Garcia Armenteros, Juan Antonio/0000-0001-5274-3293; Ruiz-Armenteros, Antonio M./0000-0002-1798-7521; Ruano, Patricia/0000-0003-3833-4973"			Active shallow extension in central and eastern Betic Cordillera from CGPS data								TECTONOPHYSICS				663		SI		290	301		10.1016/j.tecto.2015.08.035			NOV 16 2015	2015										0	0	0	0	0	0			0040-1951	1879-3266		WOS:000366227700022	
J	"Azanon, J. M.; Perez-Pena, J. V.; Giaconia, F.; Booth-Rea, G.; Martinez-Martinez, J. M.; Rodriguez-Peces, M. J."				"Rodriguez-Peces, Martin Jesus/G-8589-2012; Giaconia, Flavio/L-2819-2014; Perez-Pena, Jose/M-2070-2014; Booth-Rea, Guillermo/I-4504-2015"	"Rodriguez-Peces, Martin Jesus/0000-0001-9668-4440; Giaconia, Flavio/0000-0002-8570-2962; Perez-Pena, Jose/0000-0001-8880-7375; Booth-Rea, Guillermo/0000-0003-1179-8321"			Active tectonics in the central and eastern Betic Cordillera through morphotectonic analysis: the case of Sierra Nevada and Sierra Alhamilla								JOURNAL OF IBERIAN GEOLOGY				38	1	SI		225	238		10.5209/rev_JIGE.2012.v38.n1.39214			2012	2012										9	0	0	0	0	9			1698-6180			WOS:000306950700014	
J	"Vicente Perez-Pena, Jose; Azor, Antonio; Miguel Azanon, Jose; Keller, Edward A."				"Azor, Antonio/K-9761-2014; Perez-Pena, Jose/M-2070-2014; "	"Perez-Pena, Jose/0000-0001-8880-7375; Azanon, Jose Miguel/0000-0001-7834-5816"			Active tectonics in the Sierra Nevada (Betic Cordillera, SE Spain): Insights from geomorphic indexes and drainage pattern analysis								GEOMORPHOLOGY				119	1-feb			74	87		10.1016/j.geomorph.2010.02.020			JUN 15 2010	2010										47	3	0	3	1	50			0169-555X			WOS:000278726400007	
J	"Raez-Bravo, Arian; Enrique Granados, Jose; Joaquin Ceron, Jose; Javier Cano-Manuel, Francisco; Fandos, Paulino; Maria Perez, Jesus; Espinosa, Jose; Casimiro Soriguer, Ramon; Ramon Lopez-Olvera, Jorge"				"Fandos, Paulino/M-7304-2015; Ceron, Jose/H-9043-2015"	"Fandos, Paulino/0000-0002-9607-8931; "			Acute phase proteins increase with sarcoptic mange status and severity in Iberian ibex (Capra pyrenaica, Schinz 1838)								PARASITOLOGY RESEARCH				114	11			4005	4010		10.1007/s00436-015-4628-3			nov-15	2015										0	0	0	0	0	0			0932-0113	1432-1955		WOS:000361730100007	26227139
J	"Cleve, Casey; Perrine, John; Holzman, Barbara; Hines, Ellen"								Addressing biased occurrence data in predicting potential Sierra Nevada red fox habitat for survey prioritization								Endangered Species Research				14	3			179	191		10.3354/esr00348			2011	2011										2	0	0	1	0	2			1863-5407	1613-4796		BCI:BCI201100669497	
J	"Hervas, J; Lopez, S; de Lara, FCM; Arias, J; Carrasco, L; Gomez-Villamandos, JC"								Adenovirus infection in Spanish ibex								JOURNAL OF VETERINARY DIAGNOSTIC INVESTIGATION				10	1			97	100					ene-98	1998										1	0	0	0	0	1			1040-6387			WOS:000072774900019	9526871
J	"Gonzalez-Megias, A; Gomez, JM"								Adult and larval plant range and preference in Timarcha lugens (Coleoptera : Chrysomelidae): Strict monophagy on an atypical host								ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA				94	1			110	115		"10.1603/0013-8746(2001)094[0110:AALPRA]2.0.CO;2"			ene-01	2001										8	0	0	8	0	8			0013-8746			WOS:000166695800016	
J	"Alados-Arboledas, L.; Alcantara, A.; Olmo, F. J.; Martinez-Lozano, J. A.; Estelles, V.; Cachorro, V.; Silva, A. M.; Horvath, H.; Gangl, M.; Diaz, A.; Pujadas, M.; Lorente, J.; Labajo, A.; Sorribas, M.; Pavese, G."				"Olmo Reyes, Francisco Jose/F-7621-2016; Sorribas, Mar/B-8059-2012; Estelles, Victor/I-4673-2014; Alados-Arboledas, Lucas/P-5630-2014; MARTINEZ-LOZANO, JOSE ANTONIO/B-6986-2015; LORENTE, JERONIMO/H-6258-2015"	"Olmo Reyes, Francisco Jose/0000-0002-0186-1721; Cachorro, Victoria/0000-0002-4627-9444; Sorribas, Mar/0000-0003-2131-9021; Estelles, Victor/0000-0001-5013-2173; Alados-Arboledas, Lucas/0000-0003-3576-7167; MARTINEZ-LOZANO, JOSE ANTONIO/0000-0002-5158-5112; Silva, Ana Maria/0000-0003-2002-4774; LORENTE, JERONIMO/0000-0002-7463-1601"			Aerosol columnar properties retrieved from CIMEL radiometers during VELETA 2002								ATMOSPHERIC ENVIRONMENT				42	11			2654	2667		10.1016/j.atmosenv.2007.10.006			abr-08	2008						Conference on Visibility, Aerosols, and Atmospheric OpticsConference on Visibility, Aerosols, and Atmospheric Optics	SEP 03-06, 2006SEP 03-06, 2006		Vienna, AUSTRIAVienna, AUSTRIA	30	2	0	6	0	31			1352-2310	1873-2844		WOS:000256872800010	
J	"Garcia, D; Zamora, R; Hodar, JA; Gomez, JM"				Garcia, Daniel/A-1236-2011	Garcia, Daniel/0000-0002-7334-7836			Age structure of Juniperus communis L. In the Iberian peninsula: Conservation of remnant populations in Mediterranean mountains								BIOLOGICAL CONSERVATION				87	2			215	220		10.1016/S0006-3207(98)00059-7			feb-99	1999										77	1	0	77	2	81			jun-07			WOS:000077491900007	
J	"DOUGLAS, TD; KIRKBY, SJ; CRITCHLEY, RW; PARK, GJ"								AGRICULTURAL TERRACE ABANDONMENT IN THE ALPUJARRA, ANDALUSIA, SPAIN								LAND DEGRADATION AND REHABILITATION				5	4			281	291		10.1002/ldr.3400050405			dic-94	1994										15	0	0	10	0	15			0898-5812			WOS:A1994QH59900004	
J	SANCHEZ-CASTILLO P M								ALGAE FROM HIGH-MOUNTAIN LAGOONS IN THE SIERRA NEVADA GRANADA SPAIN								Acta Botanica Malacitana				13				21	52					1988	1988										4	0	0	4	0	4			0210-9506			BIOSIS:PREV198987001141	
J	"Granados, JE; Fandos, P; Marquez, FJ; Soriguer, RC; Chirosa, M; Perez, JM"				"CSIC, EBD Donana/C-4157-2011; Soriguer, Ramon/J-1494-2014; Fandos, Paulino/M-7304-2015; Marquez, Francisco J./N-1849-2015"	"CSIC, EBD Donana/0000-0003-4318-6602; Soriguer, Ramon/0000-0002-9165-7766; Fandos, Paulino/0000-0002-9607-8931; Marquez, Francisco J./0000-0002-1450-6235"			Allometric growth in the Spanish ibex, Capra pyrenaica								FOLIA ZOOLOGICA				50	3			234	238					2001	2001										6	0	0	5	0	6			0139-7893			WOS:000171253600010	
J	"Perez Latorre, A. V.; Pavon Nunez, M.; Hidalgo Triana, N."								Alnus glutinosa forests in Sierra Nevada (Granada-Almeria, Spain)				SOBRE LAS ALISEDAS NEVADENSES (SIERRA NEVADA, GRANADA-ALMERIA, ESPANA)				Lagascalia				31				161	174					2011	2011										0	0	0	1	0	1			0210-7708			BCI:BCI201300397693	
J	"Mladenov, N.; Lopez-Ramos, J.; McKnight, D. M.; Reche, I."				"Reche, Isabel/K-7120-2014; "	"Reche, Isabel/0000-0003-2908-1724; MCKNIGHT, DIANE/0000-0002-4171-1533"			Alpine lake optical properties as sentinels of dust deposition and global change								LIMNOLOGY AND OCEANOGRAPHY				54	6			2386	2400		10.4319/lo.2009.54.6_part_2.2386			nov-09	2009										23	0	0	20	0	24			0024-3590			WOS:000272785700009	
J	"Casas, J. J.; Vilchez-Quero, A."					Casas Jimenez, Jose Jesus/0000-0003-0928-0080			Altitudinal distribution of lotic chironomid (Diptera) communities in the Sierra Nevada mountains (Southern Spain)								ANNALES DE LIMNOLOGIE-INTERNATIONAL JOURNAL OF LIMNOLOGY				29	2			175	187		10.1051/limn/1993016			jun-93	1993										10	0	0	9	0	10			mar-88			WOS:000208073800006	
J	"Kropf, Matthias; Comes, Hans Peter; Kadereit, Joachim W."				"Kropf, Matthias/G-2421-2012; "	Kropf, Matthias/0000-0002-9217-3560			An AFLP clock for the absolute dating of shallow-time evolutionary history based on the intraspecific divergence of southwestern European alpine plant species								MOLECULAR ECOLOGY				18	4			697	708		10.1111/j.1365-294X.2008.04053.x			feb-09	2009										33	0	0	32	0	34			0962-1083			WOS:000262782400010	19175503
J	"Zielinski, William J.; Thompson, Craig M.; Purcell, Kathryn L.; Garner, James D."								An assessment of fisher (Pekania pennanti) tolerance to forest management intensity on the landscape								FOREST ECOLOGY AND MANAGEMENT				310				821	826		10.1016/j.foreco.2013.09.028			DEC 15 2013	2013										6	0	0	5	0	6			0378-1127	1872-7042		WOS:000330601000085	
J	Rowlings, Matthew								An early morning in the Sierra Nevada, Spain.								Bulletin of the Amateur Entomologists' Society				59	429			47	49					abr-00	2000										0	0	0	0	0	0			0266-836X			ZOOREC:ZOOR13600074949	
J	"Herrero, J.; Polo, M. J.; Monino, A.; Losada, M. A."				"Herrero, Javier/K-6880-2014; Polo, Maria J./L-8018-2014; Losada, Miguel/G-9713-2015; Monino Ferrando, Antonio/H-3961-2015"	"Herrero, Javier/0000-0002-5741-6301; Polo, Maria J./0000-0002-6296-2198; Losada, Miguel/0000-0002-2071-3134; Monino Ferrando, Antonio/0000-0002-2652-4211"			An energy balance snowmelt model in a Mediterranean site								JOURNAL OF HYDROLOGY				371	1-abr			98	107		10.1016/j.jhydrol.2009.03.021			JUN 5 2009	2009										23	0	0	4	0	24			0022-1694			WOS:000266739300010	
J	"Anderson, M. Kat; Rosenthal, Jeffrey"								AN ETHNOBIOLOGICAL APPROACH TO RECONSTRUCTING INDIGENOUS FIRE REGIMES IN THE FOOTHILL CHAPARRAL OF THE WESTERN SIERRA NEVADA								JOURNAL OF ETHNOBIOLOGY				35	1	SI		4	36		10.2993/0278-0771-35.1.4			mar-15	2015										0	0	0	0	0	0			0278-0771	2162-4496		WOS:000350889000002	
J	"Bonet-Garcia, Francisco J.; Perez-Perez, Ramon; Perez-Luque, Antonio J.; Magana-Redondo, Pedro J."				"Magana, Pedro/H-2207-2015; Perez-Luque, Antonio Jesus/J-8611-2015"	"Magana, Pedro/0000-0002-0223-2425; Perez-Luque, Antonio Jesus/0000-0002-1747-0469"	"Jekel, T; Car, A; Strobl, J; Griesebner, G"		An Ontological Indicator System Based on MODIS Images to Detect Changes in Habitats Functioning in Sierra Nevada (Spain) Natura 2000 Site								GI_FORUM 2013: CREATING THE GISOCIETY								496	499		10.1553/giscience2013s496			2013	2013						Geoinformatics ForumGeoinformatics Forum	JUL 02-05, 2013JUL 02-05, 2013		Salzburg, AUSTRIASalzburg, AUSTRIA	0	0	0	0	0	0					978-3-87907-532-4	WOS:000346201100062	
J	"Perez-Luque, A. J.; Perez-Perez, R.; Bonet-Garcia, F. J.; Magana, P. J."				"Magana, Pedro/H-2207-2015; Perez-Luque, Antonio Jesus/J-8611-2015"	"Magana, Pedro/0000-0002-0223-2425; Perez-Luque, Antonio Jesus/0000-0002-1747-0469"			An ontological system based on MODIS images to assess ecosystem functioning of Natura 2000 habitats: A case study for Quercus pyrenaica forests								INTERNATIONAL JOURNAL OF APPLIED EARTH OBSERVATION AND GEOINFORMATION				37		SI		142	151		10.1016/j.jag.2014.09.003			may-15	2015										0	0	0	0	0	0			0303-2434			WOS:000350074300017	
J	"Adams, RP; Pandey, RN"								Analysis of Juniperus communis and its varieties based on DNA fingerprinting								BIOCHEMICAL SYSTEMATICS AND ECOLOGY				31	11			1271	1278		10.1016/S0305-1978(03)00036-X			nov-03	2003										20	0	1	13	0	23			0305-1978			WOS:000186218000004	
J	"CARRILLO, P; CRUZPIZARRO, L; SANCHEZCASTILLO, P"				"Cruz-Pizarro, Luis /H-5318-2015; Carrillo, Presentacion /I-1601-2015"	"Cruz-Pizarro, Luis /0000-0003-0687-0704; "			ANALYSIS OF PHYTOPLANKTON-ZOOPLANKTON RELATIONSHIPS IN AN OLIGOTROPHIC LAKE UNDER NATURAL AND MANIPULATED CONDITIONS								HYDROBIOLOGIA				200				49	58		10.1007/BF02530328			AUG 27 1990	1990										10	0	0	8	0	11			0018-8158			WOS:A1990EB41500006	
J	"CALVOFLORES, RD; CALVOFLORES, GD; MOLINA, ES; MARTINEZ, JP"								ANALYSIS OF SOME CHANGES IN SOILS OF SIERRA-NEVADA (GRANADA, SPAIN) INDUCED BY REFORESTATION WITH CONIFERS								AGROCHIMICA				31	3			211	225					jun-87	1987										0	0	0	0	0	0			0002-1857			WOS:A1987K730000003	
J	"Pala-Paul, J; Perez-Alonso, MJ; Velasco-Negueruela, A; Varade, J; Villa, AM; Sanz, J; Brophy, JJ"					Varade, Jezabel/0000-0002-3964-110X			Analysis of the essential oil composition from the different parts of Eryngium glaciale Boiss. from Spain								JOURNAL OF CHROMATOGRAPHY A				1094	1-feb			179	182		10.1016/j.chroma.2005.09.029			NOV 11 2005	2005						17th International Botanical Congress17th International Botanical Congress	20052005		Vienna, AUSTRIAVienna, AUSTRIA	22	0	0	11	0	22			0021-9673			WOS:000233150600025	16202420
J	"Garcia-Alix, A.; Jimenez-Espejo, F. J.; Lozano, J. A.; Jimenez-Moreno, G.; Martinez-Ruiz, F.; Garcia Sanjuan, L.; Aranda Jimenez, G.; Garcia Alfonso, E.; Ruiz-Puertas, G.; Anderson, R. Scott"				"Martinez-Ruiz, Francisca/C-5908-2014; Garcia-Alix, Antonio/H-2464-2011; Jimenez-Espejo, Francisco /F-4486-2016; "	"Martinez-Ruiz, Francisca/0000-0002-8301-4453; Garcia-Alix, Antonio/0000-0002-1823-488X; Jimenez-Espejo, Francisco /0000-0002-0335-8580; Jimenez Moreno, Gonzalo/0000-0001-7185-8686"			Anthropogenic impact and lead pollution throughout the Holocene in Southern Iberia								SCIENCE OF THE TOTAL ENVIRONMENT				449				451	460		10.1016/j.scitotenv.2013.01.081			APR 1 2013	2013										15	2	0	8	0	17			0048-9697			WOS:000317538200052	23454707
J	Gomariz Cerezo, G.								Aportacion al conocimiento de la distribucion y abundancia de Parnassius apollo (Linnaeus, 1758) en Sierra Nevada (Espana meridional) (Lepidoptera: Papilionidae).								SHILAP Revista de Lepidopterologia				21	82			71	79					30 de junio 1993	1993										3	0	0	4	0	4			0300-5267			ZOOREC:ZOOR13000006247	
J	"Velasco, Jose Luis; Araujo, Rafael; Alvarez, Miguel; Colomer, Manuel; Baltanas, Angel"								Aportation to the limnological knowledge of eight mountain lakes and ponds in Asturias (Spain)								Boletin de la Real Sociedad Espanola de Historia Natural Seccion Biologica				95	1-feb			181	191					July 28, 1999	1999										6	0	0	4	0	6			0366-3272			BIOSIS:PREV200000071284	
J	"de Sanjose-Blasco, Jose Juan; Atkinson-Gordo, Alan D. J.; Salvador-Franch, Ferran; Gomez-Ortiz, Antonio"								Application of geomatic techniques to monitoring of the dynamics and to mapping of the Veleta rock glacier (Sierra Nevada, Spain)								ZEITSCHRIFT FUR GEOMORPHOLOGIE				51				79	89		10.1127/0372-8854/2007/0051S2-0079		2	nov-07	2007						6th International Conference on Geomorphology6th International Conference on Geomorphology	SEP 06-11, 2005SEP 06-11, 2005		Zaragoza, SPAINZaragoza, SPAIN	3	0	0	0	0	3			0372-8854			WOS:000252082900006	
J	"Andrade, L.; Gonzalez-Lopez, J.; Fenice, M.; Martinez-Toledo, M., V; Pesciaroli, C.; Maza-Marquez, P.; Juarez-Jimenez, B."				"Juarez-Jimenez, MJ Belen/L-4241-2014; Fenice, Massimiliano/L-9195-2014"	"Juarez-Jimenez, MJ Belen/0000-0001-8495-7093; Fenice, Massimiliano/0000-0001-8504-0885"			Application of Response Surface Methodology (RSM) for Culture Conditions and Biomass Production of Psychrophilic Microalgae Isolated from High Mountains Lake During the ice-free Season								INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH				8	3			799	812					SUM 2014	2014										0	0	0	0	0	0			1735-6865	2008-2304		WOS:000339932500029	
J	"ESCOS, J; ALADOS, CL; EMLEN, JM"				"Alados, Concepcion/K-8085-2014; Escos, Juan/L-4207-2014"	"Alados, Concepcion/0000-0002-6227-861X; Escos, Juan/0000-0003-2852-2911"			APPLICATION OF THE STAGE-PROJECTION MODEL WITH DENSITY-DEPENDENT FECUNDITY TO THE POPULATION-DYNAMICS OF SPANISH IBEX								CANADIAN JOURNAL OF ZOOLOGY-REVUE CANADIENNE DE ZOOLOGIE				72	4			731	737		10.1139/z94-098			abr-94	1994										25	0	0	24	0	25			ago-01			WOS:A1994PB34900019	
S	"Kefauver, Shawn C.; Penuelas, Josep; Ustin, Susan L."			IEEE	"Penuelas, Josep/D-9704-2011; Kefauver, Shawn/D-7313-2014"	"Penuelas, Josep/0000-0002-7215-0150; Kefauver, Shawn/0000-0002-1687-1965"			APPLICATIONS OF HYPERSPECTRAL REMOTE SENSING AND GIS FOR ASSESSING FOREST HEALTH AND AIR POLLUTION								2012 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM (IGARSS)		IEEE International Symposium on Geoscience and Remote Sensing IGARSS						3379	3382		10.1109/IGARSS.2012.6350696			2012	2012						IEEE International Geoscience and Remote Sensing Symposium (IGARSS)IEEE International Geoscience and Remote Sensing Symposium (IGARSS)	JUL 22-27, 2012JUL 22-27, 2012	"IEEE; IEEE Geosci & Remote Sensing Soc; DLR; ESAIEEE; IEEE Geosci & Remote Sensing Soc; DLR; ESA"	Munich, GERMANYMunich, GERMANY	0	0	0	0	0	0			2153-6996		978-1-4673-1159-5	WOS:000313189403129	
J	"Peredo, Elena L.; Angeles Revilla, M.; Jimenez-Alfaro, Borja; Bueno, Alvaro; Cires, Eduardo; Fernandez Prieto, J. Antonio; Abbott, Richard J."				"Lopez Peredo, Elena/N-8688-2013; Jimenez-Alfaro, Borja/M-6283-2015; Fernandez Prieto, Jose Antonio/L-7396-2014"	"Lopez Peredo, Elena/0000-0001-9691-4189; Jimenez-Alfaro, Borja/0000-0001-6601-9597; Fernandez Prieto, Jose Antonio/0000-0002-6903-6066"			APPLICATIONS OF MOLECULAR MARKERS PRIOR CONSERVATION ACTIONS ON THE SPANISH ENDEMIC Senecio boissieri								CRYOLETTERS				30	5			391	391					SEP-OCT 2009	2009										0	0	0	0	0	0			0143-2044			WOS:000272548000020	
J	"Mladenov, N.; Alados-Arboledas, L.; Olmo, F. J.; Lyamani, H.; Delgado, A.; Molina, A.; Reche, I."				"Delgado, Antonio/F-6866-2011; Lyamani, Hassan/J-4380-2013; Reche, Isabel/K-7120-2014; Alados-Arboledas, Lucas/P-5630-2014; Olmo Reyes, Francisco Jose/F-7621-2016; "	"Delgado, Antonio/0000-0002-7240-1570; Reche, Isabel/0000-0003-2908-1724; Alados-Arboledas, Lucas/0000-0003-3576-7167; Olmo Reyes, Francisco Jose/0000-0002-0186-1721; Lyamani, Hassan/0000-0002-6386-1102"			Applications of optical spectroscopy and stable isotope analyses to organic aerosol source discrimination in an urban area								ATMOSPHERIC ENVIRONMENT				45	11			1960	1969		10.1016/j.atmosenv.2011.01.029			abr-11	2011										12	0	0	9	0	12			1352-2310	1873-2844		WOS:000289127500007	
